title,tag,info,comments,content
边城,豆瓣图书标签: 中国文学,沈从文、黄永玉 卓雅 插图. / 北岳文艺出版社 / 2002-4 / 12.00元,(141652人评价),《边城》是沈从文的代表作，写于一九三三年至一九三四年初。这篇作品如沈从文的其他湘西作品，着眼于普通人、善良人的命运变迁，描摹了湘女翠翠阴差阳错的生活悲剧，诚...
穆斯林的葬礼,豆瓣图书标签: 中国文学,霍达 / 北京十月文艺出版社 / 1988-12-1 / 32.00,(124065人评价),"一个穆斯林家族，六十年间的兴衰，三代人命运的沉浮，两个发生在不同时代、有着不同内容却又交错扭结的爱情悲剧。
这部五十余万字的长篇，以独特的视角，真挚的情感，..."
红楼梦,豆瓣图书标签: 中国文学,[清] 曹雪芹 著、高鹗 续 / 人民文学出版社 / 1996-12 / 59.70元,(222051人评价),《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主...
我们仨,豆瓣图书标签: 中国文学,杨绛 / 生活·读书·新知三联书店 / 2003-7 / 18.80元,(184265人评价),《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨...
城南旧事,豆瓣图书标签: 中国文学,林海音 文、关维兴 图 / 中国青年出版社 / 2003-7 / 16.00元,(67893人评价),多少年来，《城南旧事》感动了一代又一代的读者，除了再版无数次的小说版外，1985年，本书在中国大陆搬上银幕，电影“城南旧事”获得“中国电影金鸡奖”、第二届“...
狼图腾,豆瓣图书标签: 中国文学,姜戎 / 长江文艺出版社 / 2004-4 / 32.00元,(128268人评价),《狼图腾》由几十个有机连贯的“狼故事”组成，情节紧张激烈而又新奇神秘。读者可从书中每一篇章、每个细节中攫取强烈的阅读快感，令人欲罢不能。那些精灵一般的蒙古草...
白鹿原,豆瓣图书标签: 中国文学,陈忠实 / 人民文学出版社 / 1997-12 / 28.00元,(87511人评价),这是一部渭河平原五十年变迁的雄奇史诗，一轴中国农村班斓多彩、触目惊心的长幅画卷。主人公六娶六丧，神秘的序曲预示着不祥。一个家族两代子孙，为争夺白鹿原的统治代...
三体,豆瓣图书标签: 中国文学,刘慈欣 / 重庆出版社 / 2008-1 / 23.00,(312853人评价),文化大革命如火如荼进行的同时。军方探寻外星文明的绝秘计划“红岸工程”取得了突破性进展。但在按下发射键的那一刻，历经劫难的叶文洁没有意识到，她彻底改变了人类的...
朝花夕拾,豆瓣图书标签: 中国文学,鲁迅 / 人民文学出版社 / 1972年4月 / 0.25元,(60074人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
人生海海,豆瓣图书标签: 中国文学,麦家 / 北京十月文艺出版社 / 2019-4 / 55.00元,(11930人评价),"“他是全村最出奇古怪的人，古怪的名目要扳着指头一个一个数：
第一，他当过国民党军队的上校，是革命群众要斗争的对象。但大家一边斗争他，一边又巴结讨好他，家里出..."
围城,豆瓣图书标签: 中国文学,钱钟书 / 人民文学出版社 / 1991-2-1 / 39.00元,(33169人评价),《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的...
房思琪的初恋乐园,豆瓣图书标签: 中国文学,林奕含 / 北京联合出版公司 / 2018-1 / 45.00元,(108690人评价),"令人心碎却无能为力的真实故事。
向死而生的文学绝唱  打动万千读者的年度华语小说。
李银河 戴锦华 骆以军 张悦然 冯唐 詹宏志 蒋方舟 史航 等多位学者作..."
黄金时代,豆瓣图书标签: 中国文学,王小波 / 花城出版社 / 1999-3 / 19.00元,(102372人评价),《黄金时代》是《时代三部曲》之一。  这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，...
呐喊,豆瓣图书标签: 中国文学,鲁迅 / 人民文学出版社 / 1973年3月 / 0.36元,(68827人评价),《呐喊》收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社出版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印刷时起，改...
倾城之恋,豆瓣图书标签: 中国文学,花城出版社 / 1997-3-1 / 11.00,(131844人评价),一对现实庸俗的男女，在战争的兵荒马乱之中被命运掷骰子般地掷到了一起，于“一刹那”体会到了“一对平凡的夫妻”之间的“一点真心”⋯⋯张爱玲是作为中国现代文学史上...
﻿我们仨,豆瓣图书标签: 随笔,杨绛 / 生活·读书·新知三联书店 / 2003-7 / 18.80元,(184265人评价),《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨...
撒哈拉的故事,豆瓣图书标签: 随笔,三毛 / 皇冠出版社 / 1976 / 160 TWD,(149470人评价),"三毛作品中最膾炙人口的《撒哈拉的故事》﹐
由１２篇精采動人的散文結合而成﹐
其中＜沙漠中的飯店＞﹐
是三毛適應荒涼單調的沙漠生活後﹐
重新拾筆的第一篇文字﹐..."
看见,豆瓣图书标签: 随笔,柴静 / 广西师范大学出版社 / 2013-1-1 / 39.80元,(223720人评价),《看见》是知名记者和主持人柴静讲述央视十年历程的自传性作品，既是柴静个人的成长告白书，某种程度上亦可视作中国社会十年变迁的备忘录。十年前她被选择成为国家电视...
目送,豆瓣图书标签: 随笔,龙应台 / 生活·读书·新知三联书店 / 2009-10 / 39.00元,(153731人评价),目送共由七十四篇散文组成，是为一本极具亲情、感人至深的文集。由父亲的逝世、母亲的苍老、儿子的离开、朋友的牵挂、兄弟的携手共行，写出失败和脆弱、失落和放手，写...
送你一颗子弹,豆瓣图书标签: 随笔,刘瑜 / 上海三联书店 / 2010-1 / 25.00元,(115763人评价),这本书里记录的是作者2005—2009年左右(尤其是2006—2007年)生活里的点点滴滴。在这本书里，被“审视”的东西杂七杂八，有街上的疯老头，有同宿舍的...
沉默的大多数,豆瓣图书标签: 随笔,王小波 / 中国青年出版社 / 1997-10 / 27.00元,(77641人评价),这本杂文随笔集包括思想文化方面的文章，涉及知识分子的处境及思考，社会道德伦理，文化论争，国学与新儒家，民族主义等问题；包括从日常生活中发掘出来的各种真知灼见...
朝花夕拾,豆瓣图书标签: 随笔,鲁迅 / 人民文学出版社 / 1972年4月 / 0.25元,(60074人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
当我谈跑步时我谈些什么,豆瓣图书标签: 随笔,[日] 村上春树 / 施小炜 / 南海出版公司 / 2009-1 / 25.00,(68059人评价),"他以文字名满全球。
他的“蓝调”令万千人神迷忧伤。
文字是他的符号，“跑者蓝调”何尝不是？
不再是浮华迷茫，不再是旖旎感伤，不再羚羊挂角无迹可寻——写了几十..."
梦里花落知多少,豆瓣图书标签: 随笔,三毛 / 北京十月文艺出版社 / 2007-6 / 28.00元,(58385人评价),"《梦里花落知多少》记录了荷西过世后三毛的生活，共23篇。内容均为台湾皇冠出版社81年至88年的初版。
荷西的死对三毛又是一场劫难，因此由《背影》到这本书，在..."
亲爱的安德烈,豆瓣图书标签: 随笔,龙应台、[德] 安德烈 / 人民文学出版社 / 2008-12 / 26.00,(87046人评价),安德烈十四岁的时候，龙应台离开欧洲，返回台湾，就任台北市首任文化局长。等她卸任回到儿子身边，安德烈已是一个一百八十四公分高的十八岁的小伙子，坐在桌子另一边，...
一只特立独行的猪,豆瓣图书标签: 随笔,王小波 / 北方文艺出版社 / 2006-4 / 18.80元,(55364人评价),这本书里除了文化杂文，还有给其他书写的序言与跋语。这些序言与跋语也表明了我的一些态度。除此之外，还有一些轻松的随笔。不管什么书，我都不希望它太严肃，这一本也...
我与地坛,豆瓣图书标签: 随笔,史铁生 / 春风文艺出版社 / 2002-5 / 25.00元,(40952人评价),收有“午餐半小时”、“我的遥远的清平湾”、“命若琴弦”、“第一人称”、“两个故事”等15篇史铁生的代表作。
瓦尔登湖,豆瓣图书标签: 随笔,[美] 梭罗 / 徐迟 / 上海译文出版社 / 2006-8 / 11.00元,(42679人评价),"这本书的思想是崇尚简朴生活，热爱大自然的风光，内容丰厚，意义深远，语言生动，意境深邃，就像是个智慧的老人，闪现哲理灵光，又有高山流水那样的境界。
书中记录了..."
在别人的句子里,豆瓣图书标签: 随笔,陈以侃 / 上海人民出版社 / 2019-8-1 / 48.00元,(567人评价),"☆《毛姆短篇小说全集》《海风中失落的血色馈赠》译者陈以侃，接引英美文坛新风，挥洒一流文字趣味。
☆ 捕捉阅读时的每一次动心。投身字里行间，每一句都是热恋。
..."
孩子你慢慢来,豆瓣图书标签: 随笔,龙应台 / 生活·读书·新知三联书店 / 2009-12-1 / 28.00元,(50054人评价),作为华人世界最有影响的一支笔，龙应台的文章有万丈豪气，然而《孩子你慢慢来》却令人惊叹，她的文字也可以有款款深情。这本书里的龙应台是一个母亲，作为母亲的龙应台...
北野武的小酒馆,豆瓣图书标签: 随笔,[日] 北野武 / 姜向明 / 雅众文化/新星出版社 / 2017-12 / 45.00,(12315人评价),"小巷深处的小酒馆内，最好的“下酒菜”非毒舌北野武的奇谈妙论莫属！
时而是令人捧腹不已的灵机妙谈，时而是令人瞠目结舌的率性直言，时而是令人抚掌长叹的严肃正论…..."
城南旧事,豆瓣图书标签: 随笔,林海音 文、关维兴 图 / 中国青年出版社 / 2003-7 / 16.00元,(67893人评价),多少年来，《城南旧事》感动了一代又一代的读者，除了再版无数次的小说版外，1985年，本书在中国大陆搬上银幕，电影“城南旧事”获得“中国电影金鸡奖”、第二届“...
皮囊,豆瓣图书标签: 随笔,蔡崇达 / 天津人民出版社 / 2014-12-1 / 39.80元,(70319人评价),"一部有着小说阅读质感的散文集，也是一本“认心又认人”的书。
作者蔡崇达，本着对故乡亲人的情感，用一种客观、细致、冷静的方式，讲述了一系列刻在骨肉间故事。一个..."
浮生六记,豆瓣图书标签: 随笔,（清）沈复 / 人民文学出版社 / 1999-1 / 5.70元,(32744人评价),这是一部自传体文学的作品，原书六卷，已逸其二，现仅存四卷（有所谓“足本”者，后二记系伪作。书中记叙了作者夫妇间平凡的家居生活，坎坷际遇，和各地浪游闻见。文辞...
陪安东尼度过漫长岁月,豆瓣图书标签: 随笔,安东尼 / 长江文艺出版社 / 2008-3 / 18.00,(58619人评价),《陪安东尼度过漫长岁月》收集了作者安东尼在《最小说》上刊登过的部分散文，以及50%以上的最新作品。安东尼以一个普通男生的口吻，讲述了从20到23、从大学到工...
﻿解忧杂货店,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 李盈春 / 南海出版公司 / 2014-5 / 39.50元,(522185人评价),"现代人内心流失的东西，这家杂货店能帮你找回——
僻静的街道旁有一家杂货店，只要写下烦恼投进卷帘门的投信口，第二天就会在店后的牛奶箱里得到回答。
因男友身患绝..."
白夜行,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘姿君 / 南海出版公司 / 2008-9 / 29.80元,(388930人评价),“只希望能手牵手在太阳下散步”，这个象征故事内核的绝望念想，有如一个美丽的幌子，随着无数凌乱、压抑、悲凉的故事片段像纪录片一样一一还原：没有痴痴相思，没有海...
嫌疑人X的献身,豆瓣图书标签: 日本文学,[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2008-9 / 28.00,(323179人评价),"百年一遇的数学天才石神，每天唯一的乐趣，便是去固定的便当店买午餐，只为看一眼在便当店做事的邻居靖子。
靖子与女儿相依为命，失手杀了前来纠缠的前夫。石神提出由..."
人间失格,豆瓣图书标签: 日本文学,太宰治 / 许时嘉 / 吉林出版集团有限责任公司 / 2009年9月 / 16.00元,(143518人评价),《人间失格》是日本著名小说家太宰治最具影响力的小说作品，同时也是糸色望（注：动漫《再见！绝望先生》的主角）老师日常生活必备的读物之一。另外在日本轻小说《文学...
挪威的森林,豆瓣图书标签: 日本文学,[日] 村上春树 / 林少华 / 上海译文出版社 / 2001-2 / 18.80元,(282828人评价),这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，...
